genre,season,capacity,ticket_price,marketing_spend,run_length_weeks,cast_popularity,is_musical,has_celebrity,prior_show_avg_rating,tickets_sold,total_revenue,sold_out
Comedy,Summer,1371,200.73,464511.21,10,2.89,0,0,9.24,103775,20830755.75,1
Tragedy,Fall,591,101.37,460740.16,27,3.2,0,0,8.15,106625,10808576.25,0
Comedy,Spring,383,237.64,474584.65,6,9.2,0,1,2.21,18200,4325048.0,1
Musical,Summer,312,31.89,150011.54,8,2.94,1,0,2.1,16363,521816.07,0
Thriller,Winter,837,54.91,359890.2,15,1.29,0,0,3.77,93371,5127001.61,1
Thriller,Winter,206,157.48,333191.88,24,3.4,0,0,7.87,39156,6166286.88,1
Musical,Spring,956,182.82,22623.87,26,5.33,1,1,5.53,149308,27296488.56,0
Drama,Summer,784,81.4,136454.71,19,4.44,0,1,6.89,92322,7515010.8,0
Drama,Summer,1148,149.67,107349.53,16,9.42,0,1,1.06,94331,14118520.77,0
Thriller,Fall,1261,96.64,188550.26,13,4.77,0,0,9.31,120651,11659712.64,1
Family,Fall,755,149.67,476761.59,3,9.0,0,1,2.49,17938,2684780.46,1
Family,Spring,1019,173.35,423572.81,10,6.35,0,1,3.87,80704,13990038.4,1
Experimental,Winter,340,243.88,150245.17,8,5.72,0,0,9.52,9808,2391975.04,0
Family,Spring,743,127.53,267365.61,3,2.44,0,1,7.6,16425,2094680.25,1
Comedy,Summer,1960,170.85,100171.73,24,3.44,0,0,5.6,203773,34814617.05,0
Musical,Winter,1984,155.06,142329.83,12,8.8,1,0,8.77,188559,29237958.54,1
Thriller,Fall,1074,96.45,37176.61,17,8.02,0,0,1.55,100514,9694575.3,0
Experimental,Summer,1891,81.94,323090.22,8,5.03,0,1,1.69,71502,5858873.88,0
Experimental,Winter,1102,247.27,330175.78,19,9.18,0,0,2.4,96651,23898892.77,0
Drama,Summer,426,71.54,420058.3,6,8.37,0,1,3.38,20243,1448184.22,1
Drama,Fall,1762,202.81,436418.15,22,2.01,0,0,7.38,227805,46201132.05,0
Musical,Spring,947,57.98,84229.4,24,6.45,1,0,5.79,180005,10436689.9,1
Musical,Spring,1302,205.98,372805.27,11,8.19,1,1,4.83,113430,23364311.4,1
Tragedy,Summer,1367,66.79,71680.28,8,8.28,0,0,8.04,58473,3905411.67,0
Tragedy,Fall,754,242.61,189988.93,25,1.82,0,0,3.85,39108,9487991.88,0
Comedy,Winter,1520,179.35,260190.6,8,3.02,0,0,1.77,51383,9215541.05,0
Comedy,Summer,1102,45.28,29487.61,7,4.72,0,0,4.57,37495,1697773.6,0
Family,Winter,859,180.96,82598.04,12,3.26,0,0,7.9,59416,10751919.36,0
Tragedy,Fall,736,160.81,139202.47,30,1.98,0,0,5.27,67108,10791637.48,0
Family,Spring,1543,100.95,68133.45,15,6.66,0,0,9.79,166563,16814534.85,1
Experimental,Fall,648,83.67,467377.65,9,5.57,0,1,8.71,38905,3255181.35,0
Comedy,Fall,423,186.72,147718.0,17,2.39,0,0,8.12,39194,7318303.68,0
Drama,Summer,1787,191.81,253079.97,12,6.28,0,0,7.96,124641,23907390.21,0
Experimental,Summer,797,98.62,498284.45,21,1.56,0,0,6.23,72638,7163559.56,0
Thriller,Summer,1353,222.15,285488.13,15,4.45,0,0,9.11,109445,24313206.75,0
Comedy,Fall,1489,85.49,208690.41,19,8.13,0,1,6.31,224064,19155231.36,1
Thriller,Fall,1709,40.72,465247.24,15,9.01,0,1,4.35,203029,8267340.88,1
Tragedy,Summer,1326,159.97,115136.39,16,3.21,0,1,2.76,70700,11309879.0,0
Experimental,Summer,1474,49.09,93852.87,15,8.74,0,1,8.32,116227,5705583.43,0
Drama,Summer,1706,87.25,270005.36,13,9.03,0,1,4.34,175649,15325375.25,1
Experimental,Summer,1898,139.12,216514.36,30,6.46,0,1,8.12,285608,39733784.96,0
Experimental,Summer,284,89.43,399508.11,9,9.84,0,0,9.85,15402,1377400.86,0
Drama,Summer,1537,73.37,25794.97,26,3.22,0,0,4.59,157214,11534791.18,0
Drama,Fall,513,183.22,310774.28,23,1.62,0,0,4.07,52635,9643784.7,0
Tragedy,Spring,1804,148.07,356786.18,17,8.59,0,1,2.53,172763,25581017.41,0
Musical,Fall,287,213.95,486098.8,11,5.42,1,1,5.28,25003,5349391.85,1
Comedy,Spring,644,155.78,77152.78,16,4.12,0,0,6.89,51605,8039026.9,0
Tragedy,Summer,545,133.78,126890.39,27,1.5,0,0,3.82,47982,6419031.96,0
Experimental,Winter,1286,83.78,466559.4,7,1.58,0,0,5.37,46342,3882532.76,0
Experimental,Winter,207,203.21,317161.28,19,1.82,0,0,5.83,16267,3305617.07,0
Drama,Fall,230,69.3,23834.27,24,2.65,0,0,3.48,25427,1762091.1,0
Experimental,Fall,1107,79.5,43285.28,21,9.73,0,1,1.21,122849,9766495.5,0
Musical,Spring,1948,214.36,393793.08,6,3.53,1,0,2.94,72852,15616554.72,0
Family,Summer,1150,191.77,285899.88,17,8.35,0,1,8.23,154836,29692899.72,1
Family,Fall,1002,162.9,284880.66,7,1.17,0,0,3.5,38142,6213331.8,0
Experimental,Winter,1384,33.76,440533.49,29,3.9,0,0,1.12,178665,6031730.4,0
Drama,Fall,1193,53.63,124343.47,12,9.16,0,1,4.82,113382,6080676.66,1
Experimental,Winter,892,137.49,84413.34,14,2.67,0,0,7.14,34622,4760178.78,0
Musical,Summer,1259,192.93,308833.94,27,3.56,1,0,7.77,214556,41394289.08,0
Tragedy,Spring,205,129.42,441799.43,14,8.44,0,1,4.73,22569,2920879.98,1
Tragedy,Spring,640,28.89,136299.07,7,2.09,0,0,6.15,22681,655254.09,0
Comedy,Fall,1413,66.46,342240.71,28,1.48,0,0,7.71,313346,20824975.16,1
Musical,Fall,814,157.47,80427.62,21,9.69,1,1,9.0,135384,21318918.48,1
Family,Summer,297,181.2,90094.8,20,4.64,0,0,6.76,27914,5058016.8,0
Comedy,Winter,423,32.52,451247.48,4,6.92,0,0,7.22,13400,435768.0,1
Thriller,Fall,1759,34.75,63392.67,15,2.14,0,1,1.89,153324,5328009.0,0
Comedy,Summer,793,83.79,17051.04,15,2.98,0,1,4.78,60188,5043152.52,0
Comedy,Spring,240,43.79,388595.52,9,5.14,0,1,9.0,17107,749115.53,1
Experimental,Fall,1511,146.94,184442.23,18,7.08,0,1,2.45,138174,20303287.56,0
Musical,Fall,1154,52.83,201345.98,9,3.64,1,0,3.79,80074,4230309.42,1
Family,Spring,1012,170.85,400929.48,16,8.96,0,1,7.1,128240,21909804.0,1
Family,Summer,1810,199.88,94068.22,26,8.03,0,0,9.12,275618,55090525.84,0
Comedy,Summer,764,243.37,326911.84,24,5.96,0,1,1.53,99202,24142790.74,0
Drama,Fall,1230,238.39,160196.52,10,5.13,0,1,8.83,72586,17303776.54,0
Musical,Spring,1540,86.51,56612.89,8,6.58,1,0,2.98,76484,6616630.84,0
Experimental,Winter,1295,31.62,345310.54,2,7.58,0,1,8.75,19045,602202.9,1
Experimental,Summer,574,99.12,162738.75,12,2.21,0,1,9.0,26786,2655028.32,0
Drama,Summer,1426,184.41,433969.03,2,8.67,0,1,7.98,22587,4165268.67,1
Musical,Spring,1538,38.46,459922.65,5,5.4,1,0,9.31,60904,2342367.84,1
Musical,Winter,420,105.94,425280.62,31,9.42,1,1,9.65,103118,10924320.92,1
Musical,Spring,497,92.06,164564.11,27,9.6,1,1,9.33,106278,9783952.68,1
Family,Winter,1414,74.35,122108.4,18,1.28,0,0,5.62,172340,12813479.0,0
Experimental,Summer,414,183.88,446936.32,25,4.46,0,0,5.17,42101,7741531.88,0
Drama,Winter,1784,173.3,229208.76,16,5.74,0,0,1.95,139947,24252815.1,0
Family,Spring,397,145.49,355331.16,20,5.86,0,0,2.94,57745,8401320.05,1
Drama,Spring,1953,229.92,414446.28,29,8.4,0,1,6.87,416254,95705119.68,1
Comedy,Winter,1408,48.21,142454.89,4,2.27,0,1,2.15,40237,1939825.77,1
Thriller,Winter,997,58.68,63953.23,12,6.6,0,1,9.48,94754,5560164.72,1
Family,Fall,683,111.28,314289.64,5,9.48,0,1,3.04,27046,3009678.88,1
Experimental,Spring,820,172.57,297145.17,25,9.97,0,1,1.79,107275,18512446.75,0
Musical,Winter,1547,156.42,138749.04,26,1.09,1,0,3.12,210212,32881361.04,0
Drama,Summer,1555,41.66,294429.83,23,9.75,0,1,1.44,283258,11800528.28,1
Drama,Winter,575,240.65,396226.84,20,2.1,0,0,2.49,46063,11085060.95,0
Comedy,Winter,1177,93.64,178255.44,16,5.83,0,0,6.29,148751,13929043.64,1
Experimental,Winter,1987,105.77,124947.27,2,3.22,0,0,3.6,13586,1436991.22,0
Family,Fall,663,165.32,363875.6,25,6.46,0,0,8.21,131274,21702217.68,1
Comedy,Fall,1448,237.66,394006.65,28,1.33,0,0,4.64,207359,49280939.94,0
Experimental,Fall,509,174.1,477373.27,30,3.14,0,0,7.43,75979,13227943.9,0
Tragedy,Spring,1701,239.82,78054.98,12,3.71,0,0,7.37,60227,14443639.14,0
Tragedy,Summer,506,67.21,445185.73,8,9.24,0,1,2.22,29360,1973285.6,1
Tragedy,Fall,735,164.23,383723.91,21,6.25,0,0,1.51,75695,12431389.85,0
Drama,Winter,1026,211.5,352440.45,2,7.37,0,0,8.58,16251,3437086.5,1
Experimental,Fall,867,139.53,159961.55,3,7.08,0,0,7.31,12400,1730172.0,0
Musical,Fall,506,106.49,15985.51,26,4.53,1,0,2.57,69135,7362186.15,0
Drama,Spring,1353,246.57,256237.49,30,1.13,0,0,7.12,127311,31391073.27,0
Drama,Summer,235,56.72,146455.84,14,1.96,0,0,3.97,16723,948528.56,0
Drama,Fall,1970,117.46,148461.4,17,5.13,0,0,1.51,195536,22967658.56,0
Musical,Winter,293,221.51,463933.6,18,9.47,1,1,3.06,41770,9252472.7,1
Musical,Summer,800,227.61,80719.6,6,3.24,1,0,7.8,20154,4587251.94,0
Thriller,Spring,1873,245.59,467445.03,8,7.28,0,0,4.52,111020,27265401.8,1
Experimental,Summer,479,224.09,254384.32,10,8.44,0,1,5.9,21548,4828691.32,0
Musical,Spring,331,36.47,419948.24,27,9.16,1,1,2.23,70781,2581383.07,1
Comedy,Fall,1539,234.2,145375.85,15,3.64,0,0,1.83,93151,21815964.2,0
Tragedy,Fall,331,121.34,318790.73,23,9.38,0,1,3.15,52752,6400927.68,0
Experimental,Winter,1819,171.61,280511.26,7,6.47,0,1,5.25,61987,10637589.07,0
Thriller,Winter,1012,113.71,462462.21,30,5.58,0,0,8.62,240451,27341683.21,1
Family,Spring,1764,208.08,93752.72,28,8.01,0,1,7.87,380846,79246435.68,1
Thriller,Spring,641,154.58,106262.1,16,3.15,0,0,2.44,42132,6512764.56,0
Comedy,Summer,454,215.25,474737.38,8,8.31,0,1,1.64,28765,6191666.25,1
Drama,Spring,1932,68.6,53492.49,31,6.85,0,1,3.03,338745,23237907.0,0
Experimental,Winter,1571,66.62,319167.82,26,8.19,0,1,8.67,296867,19777279.54,1
Family,Spring,1839,124.08,34979.24,17,8.7,0,1,5.64,247602,30722456.16,1
Musical,Spring,775,26.07,43110.45,10,6.56,1,1,8.26,61380,1600176.6,1
Family,Winter,928,180.89,300588.63,20,1.33,0,0,4.33,100275,18138744.75,0
Musical,Winter,1239,91.61,277927.14,13,3.68,1,0,6.31,127567,11686412.87,1
Family,Spring,1007,150.39,288647.97,22,8.9,0,1,6.35,175459,26387279.01,1
Family,Summer,636,40.75,239457.79,26,6.64,0,1,6.64,130965,5336823.75,1
Musical,Fall,875,63.39,372467.87,16,9.01,1,1,5.23,110880,7028683.2,1
Tragedy,Fall,1295,165.14,496133.33,3,4.46,0,0,3.15,20461,3378929.54,0
Musical,Winter,268,93.77,141511.72,18,5.54,1,0,4.86,38206,3582576.62,1
Tragedy,Summer,804,73.31,165102.64,27,8.76,0,1,9.77,151354,11095761.74,0
Experimental,Spring,727,76.49,164909.52,8,7.86,0,1,3.45,29688,2270835.12,0
Musical,Summer,326,73.33,382818.13,30,4.4,1,1,7.52,77457,5679921.81,1
Comedy,Fall,420,165.14,177267.67,12,1.2,0,0,9.5,29074,4801280.36,0
Experimental,Fall,1092,62.73,339984.85,22,8.92,0,1,6.1,155465,9752319.45,0
Comedy,Fall,384,106.61,225714.34,23,8.08,0,1,5.4,69949,7457262.89,1
Musical,Winter,820,179.77,305863.31,7,5.04,1,0,2.09,44215,7948530.55,1
Tragedy,Winter,1209,140.58,415362.61,3,5.92,0,1,7.78,28679,4031693.82,1
Tragedy,Summer,1772,159.39,259459.05,30,2.84,0,0,9.2,249297,39735448.83,0
Thriller,Summer,377,81.45,240210.73,23,4.71,0,0,9.83,58182,4738923.9,0
Comedy,Fall,982,234.86,137152.42,20,2.47,0,0,2.81,70352,16522870.72,0
Experimental,Summer,385,118.12,260372.77,11,2.9,0,0,9.28,18639,2201638.68,0
Tragedy,Summer,971,89.57,134894.08,5,8.62,0,1,4.33,31808,2849042.56,0
Comedy,Spring,1064,228.47,422567.25,10,4.26,0,0,6.57,77154,17627374.38,1
Experimental,Summer,1638,172.44,197487.69,18,8.33,0,1,3.01,124920,21541204.8,0
Experimental,Fall,996,163.14,68908.28,22,5.27,0,1,3.24,62533,10201633.62,0
Tragedy,Winter,1883,224.52,123783.93,11,1.64,0,0,6.57,60620,13610402.4,0
Musical,Winter,447,38.17,269617.83,8,4.25,1,1,5.36,28321,1081012.57,1
Thriller,Summer,295,213.48,458562.32,9,2.42,0,1,9.68,17074,3644957.52,0
Tragedy,Spring,208,177.52,153777.94,30,7.24,0,0,3.38,32832,5828336.64,0
Drama,Spring,842,106.0,135871.17,20,9.2,0,0,8.9,119757,12694242.0,1
Thriller,Summer,547,82.68,206247.12,31,7.87,0,1,5.14,109390,9044365.2,0
Family,Fall,364,48.58,484038.47,2,8.01,0,1,2.21,5765,280063.7,1
Musical,Winter,624,236.74,423383.74,15,8.76,1,0,3.15,74131,17549772.94,1
Family,Winter,1954,56.93,79085.64,15,7.99,0,1,7.8,232135,13215445.55,1
Musical,Spring,1640,83.37,308807.88,14,6.12,1,0,8.44,181843,15160250.91,1
Family,Fall,233,180.5,396972.78,13,7.43,0,1,1.36,23989,4330014.5,1
Comedy,Summer,1847,184.78,385165.12,4,4.74,0,0,4.69,50582,9346541.96,0
Musical,Spring,569,61.17,246978.52,2,1.64,1,1,5.45,9012,551264.04,1
Experimental,Fall,930,208.18,367256.54,25,7.35,0,1,6.54,124655,25950677.9,0
Drama,Spring,789,139.81,293875.37,15,7.49,0,0,6.86,87502,12233654.62,1
Thriller,Summer,929,215.9,104715.27,6,3.01,0,0,8.48,19461,4201629.9,0
Drama,Fall,1569,44.64,32746.55,12,9.59,0,1,3.46,149117,6656582.88,1
Experimental,Summer,1482,34.64,187902.34,29,1.47,0,0,2.01,131937,4570297.68,0
Family,Fall,1269,168.32,35659.81,16,7.62,0,0,2.68,120347,20256807.04,0
Family,Summer,1328,58.76,200531.63,31,9.72,0,1,9.43,326050,19158698.0,1
Tragedy,Winter,1509,143.11,415295.11,6,3.78,0,1,5.92,71707,10261988.77,1
Tragedy,Spring,531,28.17,422925.6,5,9.21,0,1,2.97,21027,592330.59,1
Thriller,Spring,912,200.48,21866.59,18,8.44,0,0,8.07,91329,18309637.92,0
Family,Fall,393,227.39,39420.06,22,7.7,0,1,6.28,60273,13705477.47,0
Family,Summer,1467,213.75,336584.21,31,9.58,0,1,4.31,360177,76987833.75,1
Musical,Fall,987,240.63,252499.35,15,6.89,1,1,1.16,95903,23077138.89,0
Thriller,Spring,1347,228.2,78932.4,8,5.45,0,1,8.05,58830,13425006.0,0
Musical,Fall,1216,124.9,403737.16,18,7.08,1,1,7.46,173352,21651664.8,1
Comedy,Winter,692,114.63,112165.6,11,4.71,0,0,3.36,41075,4708427.25,0
Family,Spring,449,226.64,43683.88,7,3.92,0,1,3.39,12147,2752996.08,0
Drama,Summer,1951,233.56,376006.03,4,1.74,0,0,3.44,27038,6314995.28,0
Family,Winter,727,243.89,306022.36,23,4.4,0,1,7.03,132430,32298352.7,1
Tragedy,Fall,397,197.87,200249.16,21,8.23,0,1,3.65,56251,11130385.37,0
Drama,Spring,750,70.45,347899.47,6,9.51,0,1,3.79,35640,2510838.0,1
Comedy,Spring,1824,237.61,456133.44,18,9.78,0,1,4.39,260029,61785490.69,1
Tragedy,Winter,670,238.11,21920.31,28,2.86,0,1,9.82,73613,17527991.43,0
Family,Winter,1976,174.88,315701.32,26,6.14,0,1,5.14,406897,71158147.36,1
Thriller,Summer,1029,217.89,112992.81,15,6.18,0,0,4.4,62201,13552975.89,0
Experimental,Summer,1751,151.26,239698.19,3,2.58,0,0,5.23,14691,2222160.66,0
Experimental,Winter,1375,237.43,214870.66,21,6.23,0,0,7.47,152707,36257223.01,0
Family,Spring,279,46.14,198039.94,17,4.26,0,0,8.95,37564,1733202.96,1
Thriller,Spring,1116,219.39,99226.27,29,9.48,0,1,9.92,234866,51527251.74,1
Comedy,Winter,950,37.49,402311.72,18,3.3,0,1,5.37,135432,5077345.68,1
Comedy,Spring,562,101.3,192862.69,24,8.51,0,1,5.14,106824,10821271.2,1
Musical,Winter,1189,55.45,444162.15,17,9.07,1,1,3.97,160086,8876768.7,1
Comedy,Summer,385,132.81,180560.8,18,7.62,0,0,8.01,49379,6558024.99,1
Experimental,Winter,1456,77.26,420658.11,11,2.93,0,0,6.9,86463,6680131.38,0
Comedy,Spring,1679,239.22,274510.83,14,3.34,0,0,4.27,97793,23394041.46,0
Musical,Winter,366,150.85,195884.49,10,9.74,1,0,5.67,28987,4372688.95,1
Thriller,Spring,1062,226.99,353495.95,15,1.68,0,0,2.85,68839,15625764.61,0
Experimental,Spring,1379,87.56,394394.04,30,2.05,0,0,7.25,190425,16673613.0,0
Experimental,Fall,311,30.84,243931.94,12,9.81,0,0,3.27,23677,730198.68,0
Drama,Fall,900,199.52,215583.11,15,7.99,0,1,4.15,85541,17067140.32,0
Tragedy,Winter,664,183.03,290822.39,30,7.72,0,1,1.61,109673,20073449.19,0
Tragedy,Spring,270,147.74,294655.87,6,2.44,0,0,2.98,7121,1052056.54,0
Drama,Spring,1647,208.45,215612.21,9,5.4,0,0,2.75,63792,13297442.4,0
Drama,Fall,1000,214.02,380043.12,16,8.57,0,0,7.62,126720,27120614.4,1
Drama,Winter,1553,157.28,202862.12,14,3.96,0,0,7.25,129284,20333787.52,0
Experimental,Summer,1256,242.33,229234.18,12,2.73,0,0,5.84,49887,12089116.71,0
Family,Winter,1776,186.94,304632.52,25,1.1,0,0,4.48,265918,49710710.92,0
Family,Winter,1994,177.3,493490.21,16,6.6,0,0,9.0,252679,44799986.7,1
Family,Winter,1283,106.32,134039.62,12,3.64,0,0,8.96,121936,12964235.52,1
Experimental,Fall,833,25.51,119816.64,16,8.77,0,1,6.43,80714,2059014.14,0
Musical,Fall,961,79.21,92559.2,28,3.55,1,0,6.92,180860,14325920.6,0
Experimental,Fall,1685,196.88,346274.89,31,2.36,0,0,8.17,216062,42538286.56,0
Musical,Fall,967,184.72,227301.85,9,9.64,1,0,7.5,68927,12732195.44,1
Tragedy,Fall,1135,99.48,197360.14,3,9.68,0,1,3.02,19841,1973782.68,0
Thriller,Fall,549,165.76,106024.74,2,7.17,0,1,5.53,7723,1280164.48,0
Comedy,Summer,1982,68.94,446113.5,15,9.36,0,1,2.37,235461,16232681.34,1
Drama,Fall,1371,84.32,224370.65,20,2.46,0,0,8.28,176411,14874975.52,0
Drama,Winter,794,238.17,305808.19,3,5.14,0,0,6.88,14195,3380823.15,0
Family,Winter,1253,117.97,60702.14,17,2.84,0,0,9.81,152535,17994553.95,1
Comedy,Fall,922,80.12,58446.25,13,5.31,0,1,2.23,83264,6671111.68,0
Comedy,Spring,478,134.6,38340.5,29,8.12,0,1,5.59,109787,14777330.2,1
Experimental,Fall,1774,112.08,186836.31,20,8.6,0,0,7.52,207761,23285852.88,0
Drama,Summer,1794,189.14,239078.87,14,1.04,0,0,8.81,103149,19509601.86,0
Experimental,Spring,1702,241.48,126066.18,19,4.51,0,1,8.68,131495,31753412.6,0
Experimental,Spring,863,158.14,178090.37,6,9.95,0,1,2.82,24278,3839322.92,0
Thriller,Fall,661,158.01,8098.72,16,6.3,0,1,9.84,70128,11080925.28,0
Drama,Winter,289,107.09,178788.79,11,3.67,0,1,9.83,22819,2443686.71,1
Drama,Fall,1516,152.04,63989.81,7,4.5,0,1,9.72,73985,11248679.4,0
Drama,Summer,790,96.85,68550.32,13,3.9,0,0,6.52,46055,4460426.75,0
Thriller,Spring,1805,25.25,7230.52,21,5.03,0,1,8.49,240548,6073837.0,0
Drama,Fall,1765,219.87,349708.38,19,5.0,0,1,1.68,206223,45342251.01,0
Tragedy,Spring,430,121.62,465985.47,30,5.56,0,0,3.3,76004,9243606.48,0
Musical,Winter,1850,135.72,312665.05,10,5.18,1,1,1.83,146520,19885694.4,1
Tragedy,Winter,452,43.79,52620.02,22,5.65,0,0,5.55,54041,2366455.39,0
Musical,Winter,1082,213.35,494876.48,18,1.25,1,0,9.68,154249,32909024.15,1
Thriller,Summer,1053,63.33,487914.66,28,1.49,0,0,6.84,233513,14788378.29,1
Musical,Spring,1921,117.39,236776.1,29,4.34,1,0,5.15,441215,51794228.85,1
Drama,Summer,1383,214.06,58395.26,23,8.96,0,1,8.14,194409,41615190.54,0
Drama,Winter,1775,128.0,361765.96,14,8.12,0,1,5.95,196812,25191936.0,1
Family,Spring,1272,234.51,480926.76,18,1.99,0,1,5.12,178967,41969551.17,1
Musical,Winter,1685,72.1,390456.3,21,5.45,1,0,6.66,280249,20205952.9,1
Tragedy,Spring,1733,185.93,313980.41,26,6.44,0,1,5.61,284899,52971271.07,0
Thriller,Spring,1747,245.05,307361.79,8,5.33,0,0,6.77,82784,20286219.2,0
Tragedy,Spring,940,148.66,489069.47,28,7.28,0,1,8.22,208454,30988771.64,1
Thriller,Winter,887,180.74,41194.07,26,9.98,0,1,5.16,180685,32657006.9,1
Family,Fall,1972,113.48,79030.23,4,1.87,0,1,4.74,46209,5243797.32,0
Comedy,Summer,1561,194.05,416251.67,10,5.64,0,1,6.03,121903,23655277.15,1
Family,Fall,1851,229.5,76830.97,9,5.61,0,0,9.14,90390,20744505.0,0
Comedy,Fall,1239,183.19,194731.76,19,6.06,0,1,4.81,162546,29776801.74,0
Experimental,Fall,1872,235.58,144342.13,8,2.5,0,0,8.63,23824,5612457.92,0
Tragedy,Fall,1495,157.45,125505.13,11,6.75,0,1,6.55,97435,15341140.75,0
Family,Spring,1536,154.86,17732.37,7,1.4,0,0,1.11,32664,5058347.04,0
Experimental,Summer,520,93.54,285294.38,4,7.67,0,0,5.29,10736,1004245.44,0
Family,Fall,1220,184.67,203613.56,15,6.97,0,1,2.89,129108,23842374.36,1
Family,Spring,1516,223.44,278037.16,11,3.97,0,1,2.35,102965,23006499.6,0
Tragedy,Summer,1569,170.42,155731.56,17,9.9,0,1,3.11,138681,23634016.02,0
Musical,Spring,1923,77.43,471023.12,8,8.46,1,1,7.41,121841,9434148.63,1
Tragedy,Winter,788,147.42,297716.86,10,5.86,0,1,6.65,51484,7589771.28,0
Drama,Spring,744,195.09,480797.49,28,9.91,0,1,5.83,164989,32187704.01,1
Experimental,Spring,1945,236.36,178252.95,26,8.47,0,1,5.46,176516,41721321.76,0
Drama,Fall,1975,60.23,6133.32,9,2.24,0,0,4.5,72516,4367638.68,0
Drama,Spring,523,53.69,391726.45,6,6.32,0,1,8.98,24852,1334303.88,1
Drama,Summer,881,117.91,414552.53,31,6.23,0,1,9.39,216303,25504286.73,1
Thriller,Summer,1906,53.26,34058.18,22,6.88,0,1,7.88,263098,14012599.48,0
Tragedy,Spring,559,245.6,314557.77,16,9.47,0,1,3.59,49751,12218845.6,0
Experimental,Winter,1609,120.47,332203.84,22,5.43,0,0,9.22,202816,24433243.52,0
Comedy,Fall,402,145.06,77138.26,8,1.7,0,0,8.37,18793,2726112.58,0
Drama,Spring,520,76.09,278499.65,14,5.31,0,1,2.12,48551,3694245.59,0
Musical,Fall,1612,126.05,125383.45,13,8.09,1,0,4.08,165971,20920644.55,1
Musical,Fall,1293,246.56,13143.59,23,4.23,1,0,3.95,97033,23924456.48,0
Comedy,Fall,1198,134.95,434120.99,7,1.24,0,0,7.57,62840,8480258.0,1
Experimental,Fall,1741,26.99,248389.11,16,3.73,0,0,5.72,125761,3394289.39,0
Tragedy,Winter,752,79.57,391941.05,27,7.14,0,0,3.4,135866,10810857.62,0
Experimental,Summer,1105,245.15,362832.05,7,1.77,0,0,3.08,16686,4090572.9,0
Musical,Summer,1295,247.54,496884.1,5,4.38,1,0,5.12,48893,12102973.22,1
Musical,Fall,1531,72.36,221786.93,26,2.2,1,0,6.99,311408,22533482.88,1
Family,Winter,797,163.43,216637.55,28,5.28,0,1,5.58,176742,28884945.06,1
Musical,Fall,1340,42.3,144469.01,14,2.27,1,0,3.35,133783,5659020.9,1
Musical,Spring,1007,154.92,314447.87,3,1.98,1,1,6.58,23926,3706615.92,1
Comedy,Summer,1175,53.33,245625.69,18,7.28,0,1,9.99,167508,8933201.64,1
Experimental,Fall,1752,209.2,365736.76,10,2.42,0,0,2.59,57538,12036949.6,0
Thriller,Spring,908,236.4,181473.29,19,2.39,0,1,5.76,70282,16614664.8,0
Musical,Winter,1402,63.92,69768.15,6,6.33,1,0,4.38,66623,4258542.16,1
Family,Winter,1895,129.11,431905.55,26,1.39,0,0,2.97,385199,49733042.89,1
Family,Winter,1572,47.96,414883.24,22,1.3,0,0,8.88,273905,13136483.8,1
Family,Spring,1979,101.31,178745.09,21,4.88,0,0,9.62,329147,33345882.57,1
Experimental,Fall,1250,39.65,346724.1,17,4.29,0,0,4.15,122579,4860257.35,0
Drama,Fall,707,84.52,248739.44,8,5.9,0,1,4.13,44795,3786073.4,1
Experimental,Fall,1984,247.8,381681.19,30,9.94,0,1,1.83,263698,65344364.4,0
Comedy,Winter,1360,35.04,198115.52,9,4.91,0,1,6.56,96940,3396777.6,1
Family,Summer,634,218.27,270141.42,12,6.18,0,1,1.24,48977,10690209.79,0
Thriller,Fall,770,42.43,33618.97,29,9.27,0,1,5.47,176853,7503872.79,1
Family,Fall,672,144.02,91580.44,3,5.35,0,0,2.38,11261,1621809.22,0
Thriller,Winter,1700,126.73,391973.98,5,8.03,0,0,7.05,67320,8531463.6,1
Thriller,Winter,366,234.6,193874.91,24,5.94,0,0,9.36,52943,12420427.8,0
Thriller,Summer,1531,69.79,22377.18,13,6.73,0,0,1.8,97457,6801524.03,0
Family,Winter,1197,65.43,87979.96,19,9.39,0,1,8.0,180124,11785513.32,1
Family,Spring,332,193.46,208741.03,19,1.01,0,0,8.48,35411,6850612.06,0
Musical,Summer,1304,188.29,360366.99,26,9.11,1,0,2.59,268519,50559442.51,1
Family,Fall,1555,182.32,184925.1,20,5.48,0,1,9.3,234400,42735808.0,1
Tragedy,Spring,1506,30.88,373866.95,14,6.46,0,1,6.59,162646,5022508.48,1
Comedy,Summer,1151,83.49,429739.99,18,5.05,0,0,5.81,164086,13699540.14,1
Tragedy,Fall,803,213.98,173862.62,24,3.35,0,0,7.04,72147,15438015.06,0
Experimental,Fall,494,160.19,401185.91,13,1.59,0,0,3.59,28124,4505183.56,0
Experimental,Spring,222,160.49,67805.93,7,9.51,0,1,1.23,6686,1073036.14,0
Family,Summer,847,91.58,210565.34,16,6.61,0,0,4.98,89720,8216557.6,0
Tragedy,Spring,1338,83.54,53293.39,31,8.86,0,1,7.69,242519,20260037.26,0
Family,Fall,267,237.97,31001.35,5,3.62,0,0,9.27,6001,1428057.97,0
Comedy,Summer,1997,188.74,36941.05,7,3.5,0,0,4.87,50010,9438887.4,0
Thriller,Fall,1254,53.54,56852.25,31,4.02,0,0,3.37,231545,12396919.3,0
